second_serve_in,second_serve_points_won,best_second_serve,average_double_faults,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
86%,54%,Body,1.7,40,23,16,37,29,5,67.5%,34.8%,50.0%,51.4%,44.8%,60.0%
