first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
55%,73%,Wide,3.5,28,50,45,33,37,70,64.3%,74.0%,68.9%,63.6%,70.3%,72.9%
