fastest_serve,favorite_serve,breakpoints_saved,min,sec,first_serve_in,first_serve_won,second_serve_won,service_games_won,average_aces,average_double_faults,serve_rating,total_serves_won
129,Wide,55%,3,58,+55.2%,+72.7%,+57.0%,+77.0%,+3.5,-3.3,262.1,62
