first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
72%,65%,T,0.5,63,91,57,86,90,77,60.3%,60.4%,68.4%,62.8%,74.4%,59.7%
