second_serve_in,second_serve_points_won,best_second_serve,average_double_faults,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
85%,57%,Body,3.3,40,30,18,38,33,25,60.0%,53.3%,61.1%,63.2%,45.5%,48.0%
