first_serve_in,first_serve_points_won,best_first_serve,average_aces,ad_body_count,ad_t_count,ad_wide_count,deuce_body_count,deuce_t_count,deuce_wide_count,ad_body_won,ad_t_won,ad_wide_won,deuce_body_won,deuce_t_won,deuce_wide_won
62%,73%,Wide,3.8,35,88,117,51,95,118,71.4%,69.3%,70.9%,70.6%,68.4%,70.3%
