singles_position,utr_rating,matches_clinched,hour,min,serve_rating,return_rating,under_pressure_rating,singles_record,conference_record,sets_won,tiebreakers_won,three_set_matches_won,longest_rally_length,average_winners,unfinished_matches,longest_win_streak,bagels_served
#2,13.59,3,1,35,261.9,191.5,244.3,23-8,8-1,62,5,5,28,13,11,11,1
