first_name,last_name,matches_clinched,average_court_time,serve_rating,return_rating,under_pressure_rating,singles_record,conference_record,sets_won,tiebreakers_won,three_set_matches_won,longest_rally_length,average_winners,unfinished_matches,longest_win_streak,bagels_served
Rudy,Quan,N/A,14:01,261.8,218.4,184.0,13-8,6-1,39,4,2,119,12,11,4,3
