URL,Match,Game Status_1,Game Status_2,Player_1,Player_2,Set 1_1,Set 1_2,Set 2_1,Set 2_2,Set 3_1,Set 3_2,Set 4_1,Set 4_2,Set 5_1,Set 5_2,Team_1,Team_2,Winning Team_1
https://uclabruins.com/api/v2/Stats/boxscore/34175,3,0,1,"Wagle, Elise",Violeta Martinez,4,6,4,6,,,,,,,UCLA,Illinois,0
https://uclabruins.com/api/v2/Stats/boxscore/34175,4,1,0,"Fakih, Kate",Kida Ferrari,6,0,6,3,,,,,,,UCLA,Illinois,1
https://uclabruins.com/api/v2/Stats/boxscore/34175,5,0,0,"Guichard, Ahmani",Ariel Madatali,6,4,6,7,1,1,0,95,,,UCLA,Illinois,0
https://uclabruins.com/api/v2/Stats/boxscore/34175,6,0,0,"Center, Olivia",Kasia Treiber,6,4,6,7,1,1,0,95,,,UCLA,Illinois,0
https://uclabruins.com/api/v2/Stats/boxscore/34208,1,0,0,"Lutkemeyer, Anne-Christine",Julia Fliegner,4,6,6,3,4,3,0,95,,,UCLA,Michigan,0
https://uclabruins.com/api/v2/Stats/boxscore/34208,2,0,1,"Hance, Kimmi",Piper Charney,3,6,1,6,,,,,,,UCLA,Michigan,0
https://uclabruins.com/api/v2/Stats/boxscore/34208,3,1,0,"Wagle, Elise",Lily Jones,6,4,6,4,,,,,,,UCLA,Michigan,0
https://uclabruins.com/api/v2/Stats/boxscore/34208,4,0,1,"Fakih, Kate",Emily Sartz-Lunde,1,6,6,4,1,6,,,,,UCLA,Michigan,0
https://uclabruins.com/api/v2/Stats/boxscore/34208,5,0,1,"Guichard, Ahmani",Reese Miller,2,6,1,6,,,,,,,UCLA,Michigan,0
https://uclabruins.com/api/v2/Stats/boxscore/34208,6,0,0,"Center, Olivia",Jessica Bernales,6,4,4,6,4,3,0,95,,,UCLA,Michigan,0
https://uclabruins.com/api/v2/Stats/boxscore/34216,1,0,1,"Lutkemeyer, Anne-Christine",Celia-Belle Mohr,4,6,2,6,,,,,,,UCLA,Vanderbilt,0
https://uclabruins.com/api/v2/Stats/boxscore/34216,2,1,0,"Hance, Kimmi",Valeria Ray,1,6,7,6,6,0,,,,,UCLA,Vanderbilt,0
https://uclabruins.com/api/v2/Stats/boxscore/34216,3,1,0,"Wagle, Elise",Bridget Stammel,6,3,7,6,,,,,,,UCLA,Vanderbilt,0
https://uclabruins.com/api/v2/Stats/boxscore/34216,4,0,1,"Fakih, Kate",Trinetra Vijayakumar,5,7,4,6,,,,,,,UCLA,Vanderbilt,0
https://uclabruins.com/api/v2/Stats/boxscore/34216,5,1,0,"Guichard, Ahmani",Sophia Webster,3,6,6,3,7,6,,,,,UCLA,Vanderbilt,0
https://uclabruins.com/api/v2/Stats/boxscore/34216,6,0,1,"Center, Olivia",Amy Stevens,3,6,2,6,,,,,,,UCLA,Vanderbilt,0
https://uclabruins.com/api/v2/Stats/boxscore/34219,1,0,1,"Lutkemeyer, Anne-Christine",Mary Stoiana,0,6,2,6,,,,,,,UCLA,Texas A M,0
https://uclabruins.com/api/v2/Stats/boxscore/34219,2,1,0,"Hance, Kimmi",Nicole Khirin,6,2,7,5,,,,,,,UCLA,Texas A M,0
https://uclabruins.com/api/v2/Stats/boxscore/34219,3,0,1,"Wagle, Elise",Mia Kupres,1,6,4,6,,,,,,,UCLA,Texas A M,0
https://uclabruins.com/api/v2/Stats/boxscore/34219,4,0,1,"Fakih, Kate",Lucciana Perez,6,7,1,6,,,,,,,UCLA,Texas A M,0
https://uclabruins.com/api/v2/Stats/boxscore/34219,5,0,0,"Guichard, Ahmani",Daria Smetannikov,6,3,5,5,0,95,,,,,UCLA,Texas A M,0
https://uclabruins.com/api/v2/Stats/boxscore/34219,6,1,0,"Fernandez, Bianca",Lexington Reed,6,3,6,3,,,,,,,UCLA,Texas A M,0
