Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
"Dual Match: Texas A&M University vs University of California, Los Angeles",2025-05-08,Bianca Fernandez,Lexington Reed,9.66,10.39,"6-3, 6-3"
"Dual Match: Texas A&M University vs University of California, Los Angeles",2025-05-08,Kimmi Hance,Nicole KHIRIN,10.46,11.0,"6-2, 7-5"
"Dual Match: Texas A&M University vs University of California, Los Angeles",2025-05-08,Daria Smetannikov,Ahmani Guichard,10.0,9.0,"3-6, 5-5"
"Dual Match: Texas A&M University vs University of California, Los Angeles",2025-05-08,Lucciana Perez Alarcon,Kate Fakih,10.68,10.43,"7-6(3), 6-1"
"Dual Match: Texas A&M University vs University of California, Los Angeles",2025-05-08,Mia Kupres,Elise Wagle,10.86,10.0,"6-1, 6-4"
"Dual Match: Texas A&M University vs University of California, Los Angeles",2025-05-08,Mary Stoiana,Anne Christine Lutkemeyer Obregon,11.54,10.0,"6-0, 6-2"
"Dual Match: University of California, Los Angeles vs Vanderbilt University",2025-05-02,Amy Stevens,Olivia Center,9.0,9.95,"6-3, 6-2"
"Dual Match: University of California, Los Angeles vs Vanderbilt University",2025-05-02,Celia MOHR,Anne Christine Lutkemeyer Obregon,11.0,10.0,"6-4, 6-2"
"Dual Match: University of California, Los Angeles vs Vanderbilt University",2025-05-02,Kimmi Hance,Valeria Ray,10.46,10.0,"1-6, 7-6(6), 6-0"
"Dual Match: University of California, Los Angeles vs Vanderbilt University",2025-05-02,Trinetra Vijayakumar,Kate Fakih,10.0,10.43,"7-5, 6-4"
"Dual Match: University of California, Los Angeles vs Vanderbilt University",2025-05-02,Elise Wagle,Bridget Stammel,10.0,10.0,"6-3, 7-6(3)"
"Dual Match: University of California, Los Angeles vs Vanderbilt University",2025-05-02,Ahmani Guichard,Sophia Webster,9.0,9.86,"3-6, 6-3, 7-6(6)"
"Dual Match: Harvard University vs University of California, Los Angeles",2025-05-01,Ahmani Guichard,Maxi Duncan,9.0,9.0,"6-4, 2-4"
"Dual Match: Harvard University vs University of California, Los Angeles",2025-05-01,Elise Wagle,Charlotte Owensby,10.0,9.0,"6-1, 6-2"
"Dual Match: Harvard University vs University of California, Los Angeles",2025-05-01,Olivia Center,Kavya Karra,9.95,9.0,"4-6, 0-5"
"Dual Match: Harvard University vs University of California, Los Angeles",2025-05-01,Kate Fakih,Kate Kim,10.43,9.0,"7-5, 2-2"
"Dual Match: Harvard University vs University of California, Los Angeles",2025-05-01,Anne Lutkemeyer Obregon,Holly Fischer,10.0,10.0,"6-1, 6-2"
"Dual Match: Harvard University vs University of California, Los Angeles",2025-05-01,Kimmi Hance,Stephanie Yakoff,10.46,9.0,"6-1, 6-2"
"Dual Match: University of California, Los Angeles vs University of Michigan",2025-04-24,Piper Charney,Kimmi Hance,10.0,10.46,"6-3, 6-1"
"Dual Match: University of California, Los Angeles vs University of Michigan",2025-04-24,Elise Wagle,Elisabeth Jones,10.0,10.0,"6-4, 6-4"
"Dual Match: University of California, Los Angeles vs University of Michigan",2025-04-24,Emily LUNDE,Kate Fakih,10.71,10.43,"6-1, 4-6, 6-1"
"Dual Match: University of California, Los Angeles vs University of Michigan",2025-04-24,Jessica Bernales,Olivia Center,10.02,9.95,"4-6, 6-4, 3-4"
"Dual Match: University of California, Los Angeles vs University of Michigan",2025-04-24,Julia Fliegner,Anne Christine Lutkemeyer Obregon,11.0,10.0,"6-4, 3-6, 3-4"
"Dual Match: University of California, Los Angeles vs University of Michigan",2025-04-24,Reese Miller,Ahmani Guichard,10.0,9.0,"6-2, 6-1"
"Dual Match: University of California, Los Angeles vs University of Wisconsin-Madison",2025-04-23,Ariel Johnson,Kate Fakih,9.0,10.43,"6-2, 4-6, 4-4"
"Dual Match: University of California, Los Angeles vs University of Wisconsin-Madison",2025-04-23,Tianna Rangan,Ahmani Guichard,9.0,9.0,"6-2, 7-5"
"Dual Match: University of California, Los Angeles vs University of Wisconsin-Madison",2025-04-23,Maria Sholokhova,Anne Christine Lutkemeyer Obregon,11.06,10.0,"6-3, 5-7, 3-2"
"Dual Match: University of California, Los Angeles vs University of Wisconsin-Madison",2025-04-23,Olivia Center,Ellison Reynoldson,9.95,9.0,"6-3, 4-6, 6-2"
"Dual Match: University of California, Los Angeles vs University of Wisconsin-Madison",2025-04-23,Elise Wagle,Ekaterina Ivanova,10.0,9.99,"6-3, 6-3"
"Dual Match: University of California, Los Angeles vs University of Wisconsin-Madison",2025-04-23,Kimmi Hance,Taylor Cataldi,10.46,10.0,"6-0, 7-5"
"Dual Match: Rutgers University vs University of California, Los Angeles",2025-04-18,Karina Jumazhanova,Kate Fakih,9.0,10.43,"4-6, 4-5"
"Dual Match: Rutgers University vs University of California, Los Angeles",2025-04-18,Ahmani Guichard,Jackeline Lopez,9.0,9.0,"6-1, 6-3"
"Dual Match: Rutgers University vs University of California, Los Angeles",2025-04-18,Bianca Fernandez,Naomi Karki,9.66,8.0,"6-1, 6-2"
"Dual Match: Rutgers University vs University of California, Los Angeles",2025-04-18,Kimmi Hance,Mai Nguyen,10.46,9.0,"6-1, 6-0"
"Dual Match: Rutgers University vs University of California, Los Angeles",2025-04-18,Minchae Kim,Olivia Center,9.0,9.95,"3-6, 4-4"
"Dual Match: Rutgers University vs University of California, Los Angeles",2025-04-18,Elise Wagle,Zuzanna Frankowska,10.0,9.0,"6-2, 6-4"
"Dual Match: University of Maryland vs University of California, Los Angeles",2025-04-17,Anne Lutkemeyer Obregon,Kallista Liu,10.0,10.22,"6-1, 6-3"
"Dual Match: University of Maryland vs University of California, Los Angeles",2025-04-17,Elise Wagle,Danielle Hack,10.0,9.0,"6-3, 6-2"
"Dual Match: University of Maryland vs University of California, Los Angeles",2025-04-17,Ahmani Guichard,Diya Challa,9.0,9.0,"3-6, 3-5"
"Dual Match: University of Maryland vs University of California, Los Angeles",2025-04-17,Olivia Center,Aida Eissa,9.95,8.0,"4-6, 5-2"
"Dual Match: University of Maryland vs University of California, Los Angeles",2025-04-17,Kate Fakih,Oliwia Orlinska,10.43,9.0,"4-6, 4-2"
"Dual Match: University of Maryland vs University of California, Los Angeles",2025-04-17,Kimmi Hance,Ema Kovacevic,10.46,9.54,"6-1, 6-3"
"Dual Match: University of Southern California vs University of California, Los Angeles",2025-04-15,Jana Hossam Salah,Ahmani Guichard,10.0,9.0,"2-6, 6-3, 6-2"
"Dual Match: University of Southern California vs University of California, Los Angeles",2025-04-15,Grace Piper,Anne Christine Lutkemeyer Obregon,10.0,10.0,"6-1, 7-5"
"Dual Match: University of Southern California vs University of California, Los Angeles",2025-04-15,Kimmi Hance,Emma Charney,10.46,10.7,"6-4, 6-2"
"Dual Match: University of Southern California vs University of California, Los Angeles",2025-04-15,Elise Wagle,Imogen Haddad,10.0,10.0,"4-6, 6-1, 5-2"
"Dual Match: University of Southern California vs University of California, Los Angeles",2025-04-15,Kate Fakih,Lily Fairclough,10.43,10.05,"7-6(5), 6-4"
"Dual Match: University of Southern California vs University of California, Los Angeles",2025-04-15,Olivia Center,Maia Sung,9.95,9.0,"6-2, 6-3"
"Dual Match: University of California, Los Angeles vs University of Iowa",2025-04-10,Anne Lutkemeyer Obregon,Tereza Dejnozkova,10.0,9.0,"6-2, 7-5"
"Dual Match: University of California, Los Angeles vs University of Iowa",2025-04-10,Elise Wagle,Marisa Schmidt,10.0,9.0,"6-4, 3-6, 1-3"
"Dual Match: University of California, Los Angeles vs University of Iowa",2025-04-10,Nikita Vishwase,Bianca Jolie Fernandez,9.0,9.66,"6-3, 1-6, 6-2"
"Dual Match: University of California, Los Angeles vs University of Iowa",2025-04-10,Pia Kranholdt,Ahmani Guichard,9.0,9.0,"7-6(2), 6-3"
"Dual Match: University of California, Los Angeles vs University of Iowa",2025-04-10,Kimmi Hance,Daianne Hayashida Salinas,10.46,10.0,"6-1, 4-6, 6-3"
"Dual Match: University of California, Los Angeles vs University of Iowa",2025-04-10,Kate Fakih,Barbora POKORNA,10.43,9.0,"6-1, 6-2"
"Dual Match: University of Minnesota vs University of California, Los Angeles",2025-04-05,Anne Lutkemeyer Obregon,Aiva Schmitz,10.0,9.0,"6-0, 6-1"
"Dual Match: University of Minnesota vs University of California, Los Angeles",2025-04-05,Kate Fakih,Sofia Pinto,10.43,8.99,"6-0, 6-3"
"Dual Match: University of Minnesota vs University of California, Los Angeles",2025-04-05,Bianca Fernandez,Deniz Turan,9.66,8.0,"6-0, 6-1"
"Dual Match: University of Minnesota vs University of California, Los Angeles",2025-04-05,Elise Wagle,Mia Liepert,10.0,9.0,"6-1, 4-3"
"Dual Match: University of Minnesota vs University of California, Los Angeles",2025-04-05,Ahmani Guichard,Arina Valitova,9.0,9.0,"6-0, 5-3"
"Dual Match: University of Minnesota vs University of California, Los Angeles",2025-04-05,Olivia Center,Jeselle Maris Jayme Ante,9.95,9.0,"6-1, 5-4"
"Dual Match: University of Wisconsin vs University of California, Los Angeles",2025-04-04,Ariel Johnson,Ahmani Guichard,9.0,9.0,"7-6(6), 6-3"
"Dual Match: University of Wisconsin vs University of California, Los Angeles",2025-04-04,Anne Lutkemeyer Obregon,Maria Sholokhova,10.0,11.06,"7-5, 7-5"
"Dual Match: University of Wisconsin vs University of California, Los Angeles",2025-04-04,Kate Fakih,Tianna Rangan,10.43,9.0,"6-4, 3-6, 6-3"
"Dual Match: University of Wisconsin vs University of California, Los Angeles",2025-04-04,Taylor Cataldi,Kimmi Hance,10.0,10.46,"6-3, 6-3"
"Dual Match: University of Wisconsin vs University of California, Los Angeles",2025-04-04,Ellison Reynoldson,Olivia Center,9.0,9.95,"6-4, 6-2"
"Dual Match: University of Wisconsin vs University of California, Los Angeles",2025-04-04,Elise Wagle,Ekaterina Ivanova,10.0,9.99,"6-1, 7-6(6)"
"Dual Match: University of California, Los Angeles vs Pennsylvania State University",2025-03-29,Elise Wagle,Jelena Vico,10.0,9.0,"6-0, 6-0"
"Dual Match: University of California, Los Angeles vs Pennsylvania State University",2025-03-29,Anne Lutkemeyer Obregon,Olivia Dorner,10.0,10.0,"5-7, 6-0, 1-0"
"Dual Match: University of California, Los Angeles vs Pennsylvania State University",2025-03-29,Kimmi Hance,Maiko Uchijima,10.46,9.0,"2-6, 6-0, 3-3"
"Dual Match: University of California, Los Angeles vs Pennsylvania State University",2025-03-29,Kate Fakih,Patricia Grigoras,10.43,9.0,"4-6, 3-5"
"Dual Match: University of California, Los Angeles vs Pennsylvania State University",2025-03-29,Olivia Center,Maria Daciana Ciubotaru,9.95,9.0,"6-3, 6-2"
"Dual Match: University of California, Los Angeles vs Pennsylvania State University",2025-03-29,Ahmani Guichard,Jordina Cegarra Ramirez,9.0,9.0,"6-3, 6-2"
"Dual Match: University of California, Los Angeles vs The Ohio State University",2025-03-27,Luciana Perry,Kimmi Hance,11.0,10.46,"6-4, 6-2"
"Dual Match: University of California, Los Angeles vs The Ohio State University",2025-03-27,Sydni Ratliff,Kate Fakih,10.0,10.43,"7-5, 6-3"
"Dual Match: University of California, Los Angeles vs The Ohio State University",2025-03-27,Teah Chavez,Anne Christine Lutkemeyer Obregon,10.0,10.0,"3-6, 6-6(2)"
"Dual Match: University of California, Los Angeles vs The Ohio State University",2025-03-27,Elise Wagle,Nao Nishino,10.0,10.0,"6-3, 6-3"
"Dual Match: University of California, Los Angeles vs The Ohio State University",2025-03-27,Audrey Spencer,Olivia Center,10.0,9.95,"6-2, 6-4"
"Dual Match: University of California, Los Angeles vs The Ohio State University",2025-03-27,Shelly Bereznyak,Ahmani Guichard,10.0,9.0,"6-3, 5-5"
"Dual Match: Michigan State University vs University of California, Los Angeles",2025-03-22,Kimmi Hance,Amara Brahmbhatt,10.46,9.0,"5-7, 6-5"
"Dual Match: Michigan State University vs University of California, Los Angeles",2025-03-22,Kate Fakih,Ellie Blackford,10.43,9.0,"6-3, 3-6"
"Dual Match: Michigan State University vs University of California, Los Angeles",2025-03-22,Olivia Center,Oriana Parkins-Godwin,9.95,9.0,"6-3, 6-2"
"Dual Match: Michigan State University vs University of California, Los Angeles",2025-03-22,Ahmani Guichard,Hanna Tsitavets,9.0,9.0,"6-3, 6-1"
"Dual Match: Michigan State University vs University of California, Los Angeles",2025-03-22,Anne Lutkemeyer Obregon,Liisa VEHVILAINEN,10.0,9.0,"7-5, 4-5"
"Dual Match: Michigan State University vs University of California, Los Angeles",2025-03-22,Elise Wagle,Matilde Morais,10.0,9.0,"6-3, 6-3"
"Dual Match: University of Michigan vs University of California, Los Angeles",2025-03-21,Elisabeth Jones,Kate Fakih,10.0,10.43,"7-5, 6-2"
"Dual Match: University of Michigan vs University of California, Los Angeles",2025-03-21,Julia Fliegner,Anne Christine Lutkemeyer Obregon,11.0,10.0,"6-7(7), 7-6(5), 0-1"
"Dual Match: University of Michigan vs University of California, Los Angeles",2025-03-21,Emily LUNDE,Elise Wagle,10.71,10.0,"6-3, 6-1"
"Dual Match: University of Michigan vs University of California, Los Angeles",2025-03-21,Piper Charney,Kimmi Hance,10.0,10.46,"6-2, 6-3"
"Dual Match: University of Michigan vs University of California, Los Angeles",2025-03-21,Jessica Bernales,Ahmani Guichard,10.02,9.0,"6-4, 4-6, 6-5"
"Dual Match: University of Michigan vs University of California, Los Angeles",2025-03-21,Reese Miller,Olivia Center,10.0,9.95,"7-5, 4-6, 6-2"
"Dual Match: University of California, Los Angeles vs University of Washington",2025-03-15,Alexia Jacobs,Kate Fakih,10.11,10.43,"6-2, 6-0"
"Dual Match: University of California, Los Angeles vs University of Washington",2025-03-15,Carina SYRTVEIT,Olivia Center,10.21,9.95,"6-2, 7-6(4)"
"Dual Match: University of California, Los Angeles vs University of Washington",2025-03-15,Sophie Luescher,Ahmani Guichard,9.87,9.0,"1-6, 6-4, 1-2"
"Dual Match: University of California, Los Angeles vs University of Washington",2025-03-15,Reece Carter,Anne Christine Lutkemeyer Obregon,10.0,10.0,"6-2, 2-6, 6-1"
"Dual Match: University of California, Los Angeles vs University of Washington",2025-03-15,McKenna Koenig,Elise Wagle,10.0,10.0,"6-2, 6-6(2)"
"Dual Match: University of California, Los Angeles vs University of Washington",2025-03-15,Erika Matsuda,Kimmi Hance,10.0,10.46,"6-4, 6-4"
"Dual Match: University of California, Los Angeles vs University of Oregon",2025-03-13,Patsy Daughters,Elise Wagle,9.0,10.0,"4-6, 2-4"
"Dual Match: University of California, Los Angeles vs University of Oregon",2025-03-13,Kate Fakih,Tilde Jagare,10.43,9.0,"6-3, 6-4"
"Dual Match: University of California, Los Angeles vs University of Oregon",2025-03-13,Juliet Santitto,Ahmani Guichard,9.0,9.0,"2-6, 6-6(1)"
"Dual Match: University of California, Los Angeles vs University of Oregon",2025-03-13,Kimmi Hance,Karin Young,10.46,9.0,"6-3, 6-3"
"Dual Match: University of California, Los Angeles vs University of Oregon",2025-03-13,Anne Lutkemeyer Obregon,Marjorie Souza,10.0,9.0,"6-4, 6-4"
"Dual Match: University of California, Los Angeles vs University of Oregon",2025-03-13,Bridget MIHULKA,Bianca Jolie Fernandez,8.0,9.66,"7-6(5), 3-5"
"Dual Match: University of California, Los Angeles vs University of Southern California",2025-03-06,Kimmi Hance,Emma Charney,10.46,10.7,"3-6, 6-4, 7-6(3)"
"Dual Match: University of California, Los Angeles vs University of Southern California",2025-03-06,Imogen Haddad,Elise Wagle,10.0,10.0,"6-7(7), 7-5, 7-6(6)"
"Dual Match: University of California, Los Angeles vs University of Southern California",2025-03-06,Kate Fakih,Lily Fairclough,10.43,10.05,"6-2, 6-4"
"Dual Match: University of California, Los Angeles vs University of Southern California",2025-03-06,Maia Sung,Bianca Jolie Fernandez,9.0,9.66,"6-2, 4-6, 6-2"
"Dual Match: University of California, Los Angeles vs University of Southern California",2025-03-06,Anne Lutkemeyer Obregon,Grace Piper,10.0,10.0,"6-2, 6-4"
"Dual Match: University of California, Los Angeles vs University of Southern California",2025-03-06,Jana Hossam Salah,Ahmani Guichard,10.0,9.0,"6-0, 7-6(4)"
"Dual Match: San Diego State University vs University of California, Los Angeles",2025-02-28,Kate Fakih,Gloria Alogo Piqueras,10.43,9.0,"6-4, 6-3"
"Dual Match: San Diego State University vs University of California, Los Angeles",2025-02-28,Anne Lutkemeyer Obregon,Yasmine Kabbaj,10.0,10.66,"6-3, 2-6, 6-2"
"Dual Match: San Diego State University vs University of California, Los Angeles",2025-02-28,Zoe Olmos,Ahmani Guichard,9.0,9.0,"6-4, 3-6, 7-6(3)"
"Dual Match: San Diego State University vs University of California, Los Angeles",2025-02-28,Ninon MARTINACHE,Bianca Jolie Fernandez,9.0,9.66,"6-1, 0-6, 6-4"
"Dual Match: San Diego State University vs University of California, Los Angeles",2025-02-28,Liisa Varul,Olivia Center,9.12,9.95,"6-2, 6-2"
"Dual Match: San Diego State University vs University of California, Los Angeles",2025-02-28,Jo-Yee Chan,Kimmi Hance,9.0,10.46,"6-2, 6-7(10), 6-4"
"Dual Match: Pepperdine University vs University of California, Los Angeles",2025-02-25,Vivian Yang,Elise Wagle,10.26,10.0,"6-7(7), 6-2, 1-0(3)"
"Dual Match: Pepperdine University vs University of California, Los Angeles",2025-02-25,Kate Fakih,Sebastianna Scilipoti,10.43,9.78,"6-2, 6-3"
"Dual Match: Pepperdine University vs University of California, Los Angeles",2025-02-25,Duru Soke,Olivia Center,9.96,9.95,"6-2, 1-6, 6-4"
"Dual Match: Pepperdine University vs University of California, Los Angeles",2025-02-25,Ahmani Guichard,Alexia Harmon,9.0,10.0,"7-5, 6-1"
"Dual Match: Pepperdine University vs University of California, Los Angeles",2025-02-25,Kimmi Hance,Savannah Broadus,10.46,10.83,"6-4, 6-4"
"Dual Match: Pepperdine University vs University of California, Los Angeles",2025-02-25,Anne Lutkemeyer Obregon,Anastasia Grechkina,10.0,10.0,"6-3, 6-1"
"Dual Match: University of California, Los Angeles vs University of Illinois at Urbana-Champaign",2025-02-08,Kimmi Hance,McKenna Schaefbauer,10.46,10.0,"4-6, 7-5, 6-2"
"Dual Match: University of California, Los Angeles vs University of Illinois at Urbana-Champaign",2025-02-08,Ariel Madatali,Ahmani Guichard,9.0,9.0,"4-6, 7-6(5), 1-1"
"Dual Match: University of California, Los Angeles vs University of Illinois at Urbana-Champaign",2025-02-08,Kasia Treiber,Olivia Center,9.0,9.95,"4-6, 7-6(4), 1-1"
"Dual Match: University of California, Los Angeles vs University of Illinois at Urbana-Champaign",2025-02-08,Anne Lutkemeyer Obregon,Megan Heuser,10.0,10.0,"6-3, 6-1"
"Dual Match: University of California, Los Angeles vs University of Illinois at Urbana-Champaign",2025-02-08,Violeta Martinez,Elise Wagle,10.0,10.0,"6-4, 6-4"
"Dual Match: University of California, Los Angeles vs University of Illinois at Urbana-Champaign",2025-02-08,Kate Fakih,Kida Ferrari,10.43,9.0,"6-0, 6-3"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2025-02-07,Kinaa Graham,Ahmani Guichard,9.0,9.0,"2-6, 7-5, 7-5"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2025-02-07,Elise Wagle,Tilwith Di Girolami,10.0,10.49,"7-6(3), 6-3"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2025-02-07,Kate Fakih,Anita Sahdiieva,10.43,10.28,"6-1, 1-6, 6-2"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2025-02-07,Olivia Center,Kenna Erickson,9.95,9.0,"3-6, 7-5, 5-2"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2025-02-07,Kayla Cross,Anne Christine Lutkemeyer Obregon,11.18,10.0,"6-1, 7-5"
"Dual Match: Louisiana State University vs University of California, Los Angeles",2025-02-07,Cadence Brace,Kimmi Hance,11.4,10.46,"6-0, 6-2"
"Dual Match: University of Oklahoma vs University of California, Los Angeles",2025-02-06,Elise Wagle,Salakthip Ounmuang,10.0,10.51,"6-3, 6-3"
"Dual Match: University of Oklahoma vs University of California, Los Angeles",2025-02-06,Gloriana NAHUM,Ahmani Guichard,10.35,9.0,"6-4, 6-4"
"Dual Match: University of Oklahoma vs University of California, Los Angeles",2025-02-06,Julia Garcia,Kimmi Hance,10.7,10.46,"6-2, 6-2"
"Dual Match: University of Oklahoma vs University of California, Los Angeles",2025-02-06,Ava Catanzarite,Olivia Center,10.0,9.95,"7-6(5), 6-1"
"Dual Match: University of Oklahoma vs University of California, Los Angeles",2025-02-06,Alina Shcherbinina,Anne Christine Lutkemeyer Obregon,10.0,10.0,"6-4, 6-2"
"Dual Match: University of Oklahoma vs University of California, Los Angeles",2025-02-06,Kate Fakih,Emma Staker,10.43,10.0,"4-6, 6-6(1)"
"Dual Match: University of California, Berkeley vs University of California, Los Angeles",2025-02-01,Kate Fakih,Mao Mushika,10.43,10.6,"6-4, 6-4"
"Dual Match: University of California, Berkeley vs University of California, Los Angeles",2025-02-01,Olivia Center,Berta Passola,9.95,10.41,"6-3, 1-6, 3-4"
"Dual Match: University of California, Berkeley vs University of California, Los Angeles",2025-02-01,Greta Greco Lucchina,Bianca Jolie Fernandez,10.06,9.66,"6-4, 6-3"
"Dual Match: University of California, Berkeley vs University of California, Los Angeles",2025-02-01,Elise Wagle,Lan Mi,10.0,10.67,"6-4, 5-7, 6-3"
"Dual Match: University of California, Berkeley vs University of California, Los Angeles",2025-02-01,Anne Lutkemeyer Obregon,Katja Wiersholm,10.0,10.6,"6-2, 6-1"
"Dual Match: University of California, Berkeley vs University of California, Los Angeles",2025-02-01,Jessica Alsola,Ahmani Guichard,10.66,9.0,"6-3, 6-4"
"Dual Match: University of Washington vs University of California, Los Angeles",2025-01-24,Kimmi Hance,Erika Matsuda,10.46,10.0,"6-3, 3-5"
"Dual Match: University of Washington vs University of California, Los Angeles",2025-01-24,Anne Lutkemeyer Obregon,Reece Carter,10.0,10.0,"7-5, 6-1"
"Dual Match: University of Washington vs University of California, Los Angeles",2025-01-24,Elise Wagle,Alexia Jacobs,10.0,10.11,"6-2, 2-6, 0-2"
"Dual Match: University of Washington vs University of California, Los Angeles",2025-01-24,Olivia Center,Carina SYRTVEIT,9.95,10.21,"6-1, 6-2"
"Dual Match: University of Washington vs University of California, Los Angeles",2025-01-24,Kate Fakih,McKenna Koenig,10.43,10.0,"6-3, 6-4"
"Dual Match: University of Washington vs University of California, Los Angeles",2025-01-24,Ahmani Guichard,Sophie Luescher,9.0,9.87,"6-4, 5-3"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2025-01-20,Olivia Center,Grace Balasian,9.95,7.0,"6-0, 6-0"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2025-01-20,Kimmi Hance,Stefania Rogozinska Dzik,10.46,10.58,"3-6, 7-6(4), 1-0(4)"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2025-01-20,Anne Lutkemeyer Obregon,Camilia SAMEL,10.0,9.47,"6-2, 6-2"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2025-01-20,Kate Fakih,Anastasia Bozova,10.43,8.0,"6-2, 6-4"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2025-01-20,Ahmani Guichard,Martina Maria Bovio,9.0,8.0,"6-3, 6-3"
"Dual Match: Loyola Marymount University vs University of California, Los Angeles",2025-01-20,Elise Wagle,Fiona Arrese Mata,10.0,9.0,"6-3, 6-1"
"W35 Palm Coast, FL",2025-01-18,Benoit MARIE,Kate Fakih,11.2,10.43,"6-2, 6-1"
Rainbow Wahine Spring Invitational,2025-01-04,Elise Wagle,Jessica Luisa Alsola,10.0,10.66,"3-6, 6-4, 6-4"
Rainbow Wahine Spring Invitational,2025-01-04,Katja Wiersholm,Kimmi Hance,10.6,10.46,"6-2, 6-4"
Rainbow Wahine Spring Invitational,2025-01-04,Cami Brown,Mia Jovic,8.0,8.0,"6-4, 6-3"
Rainbow Wahine Spring Invitational,2025-01-04,Elise Wagle,Berta Passola,10.0,10.41,"6-7(9), 7-5, 6-3"
Rainbow Wahine Spring Invitational,2025-01-04,Anne Lutkemeyer Obregon,Katja Wiersholm,10.0,10.6,"6-1, 6-0"
Rainbow Wahine Spring Invitational,2025-01-04,Ahmani Guichard,Ana Vilcek,9.0,9.0,"6-4, 6-4"
Rainbow Wahine Spring Invitational,2025-01-04,Jessica Alsola,Ahmani Guichard,10.66,9.0,"6-2, 6-3"
Rainbow Wahine Spring Invitational,2025-01-04,Anne Lutkemeyer Obregon,Ana Vilcek,10.0,9.0,"6-1, 6-2"
Rainbow Wahine Spring Invitational,2025-01-04,Kate Fakih,Nikola Homolkova,10.43,9.0,"6-1, 6-2"
Rainbow Wahine Spring Invitational,2025-01-04,Berta Passola,Kimmi Hance,10.41,10.46,"7-6(5), 6-3"
Rainbow Wahine Spring Invitational,2025-01-04,Olivia Center,Naomi Xu,9.95,9.85,5-1
Rainbow Wahine Spring Invitational,2025-01-04,Kate Fakih,Mao Mushika,10.43,10.6,"7-5, 6-1"
Rainbow Wahine Spring Invitational,2025-01-04,Olivia Center,Emma Katarina Forgac,9.95,8.0,"6-2, 3-6, 6-2"
Rainbow Wahine Spring Invitational,2025-01-04,Emma Forgac,Mia Jovic,8.0,8.0,"6-4, 6-1"
"BATTLE OF BOCA-PRESENTED BY JASON ZAFIROS – $10,000 Purse + $25K PTT WC – Men's & Women's Open with Doubles + Mix - QUARTERFINALISTS RECEIVE ENTRY FEE BACK (64+ ENTRIES) EARLY REGISTRATION RAFFLE - UTR Tournament",2024-12-21,Stephanie Pumar,Bianca Jolie Fernandez,7.0,9.66,
"BATTLE OF BOCA-PRESENTED BY JASON ZAFIROS – $10,000 Purse + $25K PTT WC – Men's & Women's Open with Doubles + Mix - QUARTERFINALISTS RECEIVE ENTRY FEE BACK (64+ ENTRIES) EARLY REGISTRATION RAFFLE - UTR Tournament",2024-12-15,Alexia Campagna,Bianca Jolie Fernandez,7.0,9.66,"4-5(7), 5-3, 1-0(7)"
W25 Tampa,2024-12-05,Kayla Cross,Kate Fakih,11.18,10.43,"6-2, 6-3"
W25 Tampa,2024-12-04,Kate Fakih,Lilian Poling,10.43,10.27,"6-2, 6-2"
2024-25 NCAA Division I Women's Tennis Championship,2024-11-23,Ozlem Uslu,Anne Christine Lutkemeyer Obregon,10.0,10.0,"0-6, 7-6(4), 6-0"
2024-25 NCAA Division I Women's Tennis Championship,2024-11-23,Anne Lutkemeyer Obregon,Ludmila Kareisova,10.0,10.0,"6-1, 6-2"
2024-25 NCAA Division I Women's Tennis Championship,2024-11-23,Mary Stoiana,Kate Fakih,11.54,10.43,"6-1, 6-1"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Reece Carter,Bianca Jolie Fernandez,10.0,9.66,"6-4, 6-4"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Anne Lutkemeyer Obregon,Berta Passola,10.0,10.41,"7-5, 6-0"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Anne Lutkemeyer Obregon,Grace Piper,10.0,10.0,"1-6, 6-4, 6-2"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Kate Fakih,Alexia Harmon,10.43,10.0,"2-6, 7-5, 6-3"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Anne Lutkemeyer Obregon,Kate Fakih,10.0,10.43,"6-3, 6-4"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Mila Stanojevic,Bianca Jolie Fernandez,9.0,9.66,"6-4, 6-4"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Anne Lutkemeyer Obregon,Elise Wagle,10.0,10.0,"7-6(8), 6-2"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Elise Wagle,Midori Castillo Meza,10.0,10.0,"6-3, 6-3"
2024 ITA Division I Women's West Sectional Championship,2024-11-09,Elise Wagle,Kailey Evans,10.0,10.0,"6-2, 7-6(7)"
