Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
ITA Division I Women's Southwest Regional Championship,2022-10-22,Kimmi Hance,Emma Charney,10.46,10.7,"4-6, 6-4, 6-1"
ITA Division I Women's Southwest Regional Championship,2022-10-21,Elise Wagle,Tanvi Narendran,10.0,9.0,8-5
ITA Division I Women's Southwest Regional Championship,2022-10-20,Reece Carter,Elise Wagle,10.0,10.0,8-4
W25 Macon,2022-10-19,Lisa Zaar,Bianca Jolie Fernandez,11.02,9.66,"6-3, 6-1"
ITA Division I Women's Southwest Regional Championship,2022-10-19,Anne Lutkemeyer Obregon,Natalie Duffy,10.0,9.0,"7-5, 6-2"
ITA Division I Women's Southwest Regional Championship,2022-10-19,Kimmi Hance,Anali Kocevar,10.46,9.0,"6-7(9), 6-1, 6-4"
J4 Santo Domingo,2022-10-14,Olivia Center,Catherine Walker,9.95,9.0,"7-5, 6-1"
J4 Santo Domingo,2022-10-14,Olivia Center,Manuela Gomez Gomez,9.95,7.0,"6-1, 7-5"
J4 Santo Domingo,2022-10-14,Olivia Center,Mia Garber,9.95,7.0,"6-3, 6-1"
J4 Santo Domingo,2022-10-14,Olivia Center,Sam Grosjean,9.95,8.0,"6-4, 6-1"
J4 Santo Domingo,2022-10-14,Olivia Center,Ginger Foster,9.95,7.0,6-3
W25 Florence ,2022-10-12,Mercedes Aristegui,Bianca Jolie Fernandez,10.11,9.66,"7-5, 6-3"
USC Women of Troy Invitational,2022-10-08,Anne Lutkemeyer Obregon,Stefania Rogozinska Dzik,10.0,10.58,"6-3, 6-4"
USC Women of Troy Invitational,2022-10-08,Anne Lutkemeyer Obregon,Elizaveta Volodko,10.0,0.0,"6-0, 6-1"
USC Women of Troy Invitational,2022-10-08,Anne Lutkemeyer Obregon,Emma Charney,10.0,10.7,"6-3, 6-3"
J4 Santo Domingo,2022-10-07,Olivia Center,Ishika Ashar,9.95,10.0,"6-2, 6-2"
JB1 Nicholasville,2022-10-07,Kate Fakih,Iva Jovic,10.43,12.07,"6-3, 6-2"
JB1 Nicholasville,2022-10-07,Kate Fakih,Arina Oreshchenkova,10.43,9.0,"6-3, 6-0"
JB1 Nicholasville,2022-10-07,Kate Fakih,Avery Voss,10.43,7.0,"6-0, 6-0"
J4 Santo Domingo,2022-10-07,Olivia Center,Maria Gell,9.95,7.0,"6-1, 6-0"
J4 Santo Domingo,2022-10-07,Olivia Center,Natalia Fantini,9.95,9.0,"6-2, 6-4"
J4 Santo Domingo,2022-10-07,Olivia Center,Karma Yacavino,9.95,9.0,"7-5, 6-4"
J4 Santo Domingo,2022-10-07,Olivia Center,Ashvini Tara Gopalan,9.95,7.0,"6-2, 6-0"
JB1 Nicholasville,2022-10-07,Jessica Bernales,Kate Fakih,10.02,10.43,"7-6, 7-6"
2022 ITA Women's All-American Championships,2022-10-03,Kimmi Hance,Chelsea Kung,10.46,0.0,"6-1, 6-4"
2022 ITA Women's All-American Championships,2022-10-03,Jayci Goldsmith,Kimmi Hance,0.0,10.46,"6-2, 6-4"
W80 Rancho Santa Fe,2022-10-03,Chieh-Yu Hsu,Bianca Jolie Fernandez,10.37,9.66,"1-6, 6-3, 1-0(10)"
2022 ITA Women's All-American Championships,2022-10-02,Kimmi Hance,Pauline Ernstberger,10.46,0.0,"6-4, 7-6(2)"
2022 ITA Women's All-American Championships,2022-10-01,Kimmi Hance,Anna Brylin ,10.46,0.0,
2022 ITA Women's All-American Championships,2022-10-01,Celia MOHR,Kimmi Hance,11.0,10.46,"6-0, 6-1"
Intercollegiate Championships,2022-09-30,Sofia Rojas,Anne Christine Lutkemeyer Obregon,10.48,10.0,"6-1, 3-6, 6-0"
Intercollegiate Championships,2022-09-30,Anne Lutkemeyer Obregon,McKenna Koenig,10.0,10.0,"6-4, 1-6, 6-4"
2022 ITA Women's All-American Championships,2022-09-30,Kimmi Hance,Gia Cohen,10.46,0.0,"6-4, 6-3"
Intercollegiate Championships,2022-09-29,Anne Lutkemeyer Obregon,Marisa Schmidt,10.0,9.0,"6-3, 6-2"
Intercollegiate Championships,2022-09-28,Anne Lutkemeyer Obregon,Victoria Kalaitzis,10.0,0.0,
W25 Austin,2022-09-27,Tatum Evans,Kimmi Hance,10.0,10.46,"6-2, 7-6"
W15 Hilton Head Island,2022-09-27,Tenika MCGIFFIN,Ahmani Guichard,9.91,9.0,"3-6, 6-4, 7-5"
W25 Austin,2022-09-26,Kimmi Hance,Chelsea Fontenel,10.46,10.29,"6-1, 6-3"
J3 Quebec City,2022-09-23,Teah Chavez,Kate Fakih,10.0,10.43,"7-6, 7-5"
W25 Jablonec,2022-09-14,Sofia SAMAVATI,Bianca Jolie Fernandez,0.0,9.66,"6-3, 6-1"
PTT $25K Lawrence Women,2022-09-11,Olivia Center,Florentine Dekkers,9.95,9.0,"7-6(4), 3-6, 6-4"
US Open Junior Championships,2022-09-09,Ahmani Guichard,Leyla Fiorella BRITEZ RISSO,9.0,10.0,"7-6, 6-2"
US Open Junior Championships,2022-09-09,Katherine Hui,Ahmani Guichard,10.0,9.0,"6-3, 6-4"
W25 Frydek-Mistek,2022-09-05,Veronika BOKOR,Bianca Jolie Fernandez,0.0,9.66,"6-7, 7-6, 1-0(8)"
PTT $25K Newport Beach Women,2022-09-04,Anne Lutkemeyer Obregon,Alexis Nguyen,10.0,11.01,"6-4, 6-0"
PTT $25K Newport Beach Women,2022-09-03,Anne Lutkemeyer Obregon,Brandy Walker,10.0,10.2,"6-1, 6-3"
W25 Vienna,2022-08-30,Amarissa Toth,Bianca Jolie Fernandez,11.61,9.66,"6-4, 6-0"
W25 Vienna,2022-08-29,Bianca Fernandez,Karin Maria Handiakova,9.66,0.0,"6-1, 6-1"
W25 Vienna,2022-08-28,Bianca Fernandez,Chiara Semmelmeyer,9.66,8.0,"6-1, 6-1"
J1 College Park,2022-08-26,Kaitlin Quevedo,Ahmani Guichard,11.44,9.0,"6-2, 6-4"
J1 College Park,2022-08-26,Ahmani Guichard,Ena Koike,9.0,10.9,"7-5, 6-2"
J1 College Park,2022-08-26,Ahmani Guichard,Yara Bartashevich,9.0,10.82,"2-6, 6-0, 6-4"
J3 Budapest,2022-08-20,Arina Arifullina,Mia Jovic,9.83,8.0,"6-3, 2-6, 6-3"
"WTA Granby, Canada",2022-08-20,Erin Routliffe,Bianca Jolie Fernandez,0.0,9.66,"6-3, 5-7, 6-2"
J3 Tampico,2022-08-19,Kate Fakih,Natalia Fantini,10.43,9.0,"6-3, 6-1"
J3 Tampico,2022-08-19,Kate Fakih,Anna Maria Fedotova,10.43,9.86,"6-2, 6-3"
J3 Tampico,2022-08-19,Kate Fakih,Julia Maria Munoz,10.43,0.0,"6-0, 6-0"
J3 Tampico,2022-08-19,Kate Fakih,Brooklyn Olson,10.43,9.0,"6-2, 6-2"
"WTA 125K Vancouver, Canada",2022-08-13,Kurumi Nara,Bianca Jolie Fernandez,0.0,9.66,"6-2, 3-6, 6-2"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Olivia Center,Sophie Hernandez,9.95,9.0,"6-2, 2-0"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Olivia Center,Allie Bittner,9.95,9.0,"6-1, 6-1"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Olivia Center,Claire Hill,9.95,10.0,"2-6, 6-3, 1-0(6)"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Olivia Center,Madison Liu,9.95,9.0,"6-1, 6-1"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Tianmei Wang,Olivia Center,10.37,9.95,"6-3, 6-1"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Ahmani Guichard,Elisabeth Jones,9.0,10.0,"6-4, 6-4"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Ahmani Guichard,Jennifer Jackson,9.0,10.0,"6-4, 7-5"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Luciana Perry,Ahmani Guichard,11.0,9.0,"7-5, 6-3"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Olivia Center,Natasha Rajaram,9.95,8.0,"6-4, 2-6, 6-3"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Kate Fakih,Claire Hill,10.43,10.0,"6-3, 6-3"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Kate Fakih,Vessa Turley,10.43,9.0,"7-5, 6-4"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Kate Fakih,Julia Werdiger,10.43,9.0,"6-3, 6-1"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Kate Fakih,Anya Murthy,10.43,9.0,"7-5, 6-0"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Jessica Bernales,Kate Fakih,10.02,10.43,"3-6, 6-1, 1-0(4)"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Claire Zhang,Kate Fakih,7.0,10.43,"6-2, 6-4"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Olivia Center,Catherine Shen,9.95,8.0,
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Olivia Center,Calla Mcgill,9.95,9.0,"6-3, 6-2"
USTA Billie Jean King Girls' 16 & 18 National Championships,2022-08-13,Brooke Schafer,Ahmani Guichard,9.0,9.0,"6-2, 2-6, 1-0(9)"
USTA Battle of The Sections (Girls' 16 & 18),2022-08-02,Olivia Center,Kayla Schefke,9.95,9.0,"6-2, 6-2"
"BATTLE OF BOCA-PRESENTED BY JASON ZAFIROS – $10,000 Purse + $25K PTT WC – YEEZY SLIDE RAFFLE FOR ANYONE REGISTERED BY TUESDAY MIDNIGHT....Men's & Women's Open with Doubles + Mix - UTR Tournament",2022-08-01,Ahmani Guichard,Emma Kette,9.0,9.0,"6-7(7), 6-3, 1-0(7)"
"BATTLE OF BOCA-PRESENTED BY JASON ZAFIROS – $10,000 Purse + $25K PTT WC – YEEZY SLIDE RAFFLE FOR ANYONE REGISTERED BY TUESDAY MIDNIGHT....Men's & Women's Open with Doubles + Mix - UTR Tournament",2022-08-01,Akasha Urhobo,Ahmani Guichard,11.35,9.0,"6-4, 1-1"
"BATTLE OF BOCA-PRESENTED BY JASON ZAFIROS – $10,000 Purse + $25K PTT WC – YEEZY SLIDE RAFFLE FOR ANYONE REGISTERED BY TUESDAY MIDNIGHT....Men's & Women's Open with Doubles + Mix - UTR Tournament",2022-07-31,Ahmani Guichard,Arina Denisenko,9.0,8.0,"6-0, 6-1"
"BATTLE OF BOCA-PRESENTED BY JASON ZAFIROS – $10,000 Purse + $25K PTT WC – YEEZY SLIDE RAFFLE FOR ANYONE REGISTERED BY TUESDAY MIDNIGHT....Men's & Women's Open with Doubles + Mix - UTR Tournament",2022-07-31,Ahmani Guichard,Nicole Casas,9.0,8.0,"6-3, 2-6, 1-0(3)"
"BATTLE OF BOCA-PRESENTED BY JASON ZAFIROS – $10,000 Purse + $25K PTT WC – YEEZY SLIDE RAFFLE FOR ANYONE REGISTERED BY TUESDAY MIDNIGHT....Men's & Women's Open with Doubles + Mix - UTR Tournament",2022-07-30,Ahmani Guichard,Chloe Fouhety,9.0,9.0,"6-3, 6-0"
PTT $25K Newport Beach Women,2022-07-28,Britt Pursell,Kate Fakih,0.0,10.43,6-3
W25 Nottingham,2022-07-24,Maia LUMSDEN,Kimmi Hance,10.59,10.46,"6-1, 6-0"
W25 Figueira da Foz,2022-07-18,Anna Brogan,Bianca Jolie Fernandez,11.0,9.66,"6-0, 3-6, 1-0(8)"
W25 Figueira da Foz,2022-07-17,Bianca Fernandez,Matilde Agra,9.66,0.0,"6-0, 6-1"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-16,Kate Kim,Ahmani Guichard,9.0,9.0,
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-14,Alana Boyce,Olivia Center,10.0,9.95,"6-1, 6-1"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-14,Brianna Baldi,Ahmani Guichard,9.0,9.0,"2-6, 6-1, 6-4"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-14,Tsehay Driscoll,Kate Fakih,9.0,10.43,"7-5, 6-2"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-13,Michela Moore,Mia Jovic,9.0,8.0,"5-7, 6-3, 1-0(5)"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-13,Kate Fakih,Madeleine Rexroat,10.43,9.0,"6-1, 6-2"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-13,Kate Fakih,Neena Feldman,10.43,10.0,"6-2, 6-3"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-13,Olivia Center,Sabrina Lin,9.95,9.0,"6-2, 6-1"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-13,Ahmani Guichard,Alyssa Ahn,9.0,10.73,"6-3, 6-1"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-13,Olivia Center,Caroline Driscoll,9.95,10.0,"2-6, 6-1, 1-0(7)"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-12,Taylor Goetz,Olivia Center,9.6,9.95,"2-6, 6-3, 6-4"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-12,Mia Jovic,Simone Bergeron,8.0,9.0,"4-2, 2-4, 1-0(8)"
W25 London,2022-07-12,Eliz Maloney,Kimmi Hance,10.56,10.46,"3-6, 6-4, 6-4"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-12,Mia Jovic,Margaret Jaraczewski,8.0,9.0,"1-4, 5-4(6), 1-0(6)"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-12,Ahmani Guichard,Eva Oxford,9.0,10.0,"6-1, 6-0"
W25 Guimaraes,2022-07-12,Tessah Andrianjafitrimo,Bianca Jolie Fernandez,11.33,9.66,"6-3, 6-4"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-12,Kate Fakih,Anna Jordaan,10.43,8.0,"4-0, 4-0"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-12,Kate Fakih,Isabelle Chong,10.43,8.0,"4-0, 4-2"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-11,Olivia Center,Savannah Webster,9.95,8.0,"6-0, 6-3"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-11,Ahmani Guichard,Ibifuro Clement,9.0,7.0,"6-0, 6-2"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-11,Kate Fakih,Addison Iacono,10.43,9.0,"6-2, 7-5"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-11,Stephanie Yakoff,Kate Fakih,9.0,10.43,"7-6(5), 6-4"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-11,Kavya Karra,Mia Jovic,9.0,8.0,"1-6, 6-1, 6-4"
W15 Lakewood,2022-07-11,Martina Okalova,Anne Christine Lutkemeyer Obregon,11.17,10.0,"7-5, 7-5"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-10,Mia Jovic,Peyton Philemon,8.0,7.0,"6-3, 4-6, 6-2"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-10,Olivia Center,Alisa Danilova,9.95,0.0,"6-0, 6-2"
USTA Girls' 18s National Clay Court Championships at LTP,2022-07-10,Ahmani Guichard,Augusta Beveridge,9.0,7.0,"6-0, 6-2"
W15 Lakewood,2022-07-10,Anne Lutkemeyer Obregon,Lauren Friedman,10.0,8.0,
W15 Fountain Valley,2022-07-06,Makenna Jones,Anne Christine Lutkemeyer Obregon,10.73,10.0,"6-3, 7-5"
"Chattanooga, TN",2022-07-05,Kate Fakih,Shyla Aggarwal,10.43,9.0,
"Chattanooga, TN",2022-07-04,Kate Fakih,Michela Moore,10.43,9.0,"6-2, 6-3"
W25 Corroios-Seixal,2022-07-04,Jenna DeFalco,Bianca Jolie Fernandez,10.59,9.66,
"Chattanooga, TN",2022-07-04,Natasha Rajaram,Kate Fakih,8.0,10.43,"2-6, 6-4, 1-0(5)"
"Chattanooga, TN",2022-07-03,Kate Fakih,Conley Raidt,10.43,9.0,"6-2, 7-5"
W25 Corroios-Seixal,2022-07-03,Bianca Fernandez,Milla Sequeira,9.66,8.0,"7-5, 3-6, 1-0(4)"
"Chattanooga, TN",2022-07-02,Kate Fakih,Nisha Javagal,10.43,0.0,"6-1, 6-2"
2022 ITA Summer Circuit hosted by Barnes Tennis Center,2022-07-02,Delaney Tingle,Mia Jovic,7.0,8.0,
W15 Rolling Hills Estates,2022-07-02,Iva Jovic,Kimmi Hance,12.07,10.46,"7-5, 6-3"
"Chattanooga, TN",2022-07-02,Kate Fakih,Ellison Reynoldson,10.43,9.0,"6-3, 6-0"
W15 Rolling Hills Estates,2022-07-01,Kimmi Hance,Jiangxue HAN,10.46,10.65,"6-3, 6-4"
2022 ITA Summer Circuit hosted by Barnes Tennis Center,2022-07-01,Mia Jovic,Stefanie Frias da Silva,8.0,8.0,"6-3, 7-5"
W15 Rolling Hills Estates,2022-06-30,Kimmi Hance,Janice Tjen,10.46,11.54,"7-5, 7-5"
W15 Rolling Hills Estates,2022-06-28,Kimmi Hance,Prathyusha Rachapudi,10.46,9.46,"6-4, 6-0"
"Pre-Qualifying $15000.00 Lakewood, CA",2022-06-26,Olivia Center,Isa Chau,9.95,7.0,"6-1, 6-3"
"Pre-Qualifying $15000.00 Lakewood, CA",2022-06-26,Daniela Borruel,Olivia Center,9.0,9.95,"2-6, 6-3, 1-0(3)"
W15 Rolling Hills Estates,2022-06-26,Savanna Ly-Nguyen,Anne Christine Lutkemeyer Obregon,9.29,10.0,"6-4, 7-5"
"Pre-Qualifying $15000.00 Lakewood, CA",2022-06-25,Olivia Center,Polina Jorniak,9.95,9.0,"2-6, 6-3, 1-0(7)"
"Pre-Qualifying $15000.00 Lakewood, CA",2022-06-25,Olivia Center,Breana Cook,9.95,0.0,"6-1, 6-2"
J4 Leon,2022-06-24,Kate Fakih,Ximena Garzon Martinez,10.43,8.0,"6-0, 6-3"
J4 Leon,2022-06-24,Kate Fakih,Natalia Castaneda Guerrero,10.43,8.0,"6-2, 6-1"
J4 Leon,2022-06-24,Kate Fakih,Hanne Estrada Cortes,10.43,9.0,"6-1, 6-1"
J4 Leon,2022-06-24,Kate Fakih,Diana Sofia Lizarazo,10.43,8.76,"6-0, 6-1"
J4 Leon,2022-06-24,Kate Fakih,Nicole Sifuentes,10.43,9.0,"6-2, 6-1"
J4 Leon,2022-06-24,Kate Fakih,Karen Verduzco,10.43,8.0,"6-1, 6-2"
W15 San Diego,2022-06-17,Katherine Hui,Kimmi Hance,10.0,10.46,"6-4, 6-3"
"120th Annual USTA Southern California Junior Sectional Championships, Orange County",2022-06-17,Kaila Barksdale,Olivia Center,9.0,9.95,"6-2, 7-6(3)"
W15 San Diego,2022-06-16,Kimmi Hance,Bunyawi Thamchaiwat,10.46,10.85,"6-1, 6-2"
W15 San Diego,2022-06-14,Kimmi Hance,Alyssa Ahn,10.46,10.73,"6-2, 6-2"
"120th Annual USTA Southern California Junior Sectional Championships, Orange County",2022-06-12,Olivia Center,Lillian Kelly,9.95,7.0,"6-2, 6-4"
"120th Annual USTA Southern California Junior Sectional Championships, Orange County",2022-06-12,Olivia Center,Quin Brady,9.95,8.0,"6-0, 6-2"
"120th Annual USTA Southern California Junior Sectional Championships, Orange County",2022-06-12,Mia Jovic,Tsehay Driscoll,8.0,9.0,"7-5, 7-5"
"120th Annual USTA Southern California Junior Sectional Championships, Orange County",2022-06-12,Maren Urata,Mia Jovic,8.0,8.0,"4-6, 6-3, 6-2"
"120th Annual USTA Southern California Junior Sectional Championships, Orange County",2022-06-11,Mia Jovic,Lillia Finnegan,8.0,0.0,"6-1, 6-0"
"120th Annual USTA Southern California Junior Sectional Championships, Orange County",2022-06-11,Olivia Center,Cleo Hutchinson,9.95,8.0,"6-4, 3-6, 1-0(8)"
"120th Annual USTA Southern California Junior Sectional Championships, Orange County",2022-06-11,Mia Jovic,Julianna Galindo,8.0,7.0,"6-2, 6-0"
W15 San Diego,2022-06-10,Jiangxue HAN,Kimmi Hance,10.65,10.46,"6-1, 6-4"
W15 San Diego,2022-06-09,Kimmi Hance,Makenna Jones,10.46,10.73,"6-7(7), 6-4, 7-6(1)"
W15 San Diego,2022-06-07,Kimmi Hance,Katja Wiersholm,10.46,10.6,"4-6, 6-2, 6-4"
Roland Garros Junior Championships,2022-06-03,Hanne Vandewinkel,Ahmani Guichard,11.67,9.0,"6-4, 6-1"
W15 Rancho Santa Fe,2022-05-31,Shria Atturu,Anne Christine Lutkemeyer Obregon,8.94,10.0,"7-5, 6-3"
"41st Annual Woody Hunt Junior Tournament, Palm Desert",2022-05-31,Bianca Molnar,Mia Jovic,9.82,8.0,"6-0, 6-4"
"41st Annual Woody Hunt Junior Tournament, Palm Desert",2022-05-30,Mia Jovic,Cameron Hendrix,8.0,7.0,"6-4, 6-2"
"41st Annual Woody Hunt Junior Tournament, Palm Desert",2022-05-30,Mia Jovic,Kate Prichard,8.0,7.0,"7-6(3), 6-4"
"41st Annual Woody Hunt Junior Tournament, Palm Desert",2022-05-30,Mia Jovic,Madison Shepperson,8.0,8.0,"6-3, 7-5"
W15 Rancho Santa Fe,2022-05-30,Anne Lutkemeyer Obregon,Kaila Barksdale,10.0,9.0,"6-0, 6-3"
J1 Charleroi-Marcinelle,2022-05-27,Ahmani Guichard,Lucciana Perez Alarcon,9.0,10.68,"3-6, 6-4, 6-3"
J1 Charleroi-Marcinelle,2022-05-27,Ahmani Guichard,Maria Carolina Ferreira Turchetto,9.0,8.67,"6-1, 7-5"
J1 Charleroi-Marcinelle,2022-05-27,Rose Nijkamp,Ahmani Guichard,10.53,9.0,"6-1, 6-7, 6-4"
J1 Charleroi-Marcinelle,2022-05-27,Ahmani Guichard,Theadora Rabman,9.0,10.0,"6-1, 6-2"
"Surprise, AZ",2022-05-24,Krisha Mahendran,Kate Fakih,10.0,10.43,"6-2, 6-4"
"Surprise, AZ",2022-05-24,Olivia Center,Ariana Liu,9.95,7.0,"6-2, 6-2"
"Surprise, AZ",2022-05-24,Sabrina Lin,Olivia Center,9.0,9.95,
"Surprise, AZ",2022-05-23,Kate Fakih,Calissa Dellabarca,10.43,9.0,
"Surprise, AZ",2022-05-23,Olivia Center,Michela Moore,9.95,9.0,"7-6(2), 6-0"
"Surprise, AZ",2022-05-23,Olivia Center,Mika Ikemori,9.95,9.0,"7-6(6), 6-0"
"Surprise, AZ",2022-05-22,Kate Fakih,Olivia Center,10.43,9.95,"7-5, 6-4"
"Surprise, AZ",2022-05-22,Kate Fakih,Olivia Center,10.43,9.95,"7-5, 6-4"
"Surprise, AZ",2022-05-22,Emily Deming,Kate Fakih,9.94,10.43,"2-6, 6-1, 1-0(6)"
"Surprise, AZ",2022-05-21,Olivia Center,Sophia Sappa,9.95,7.0,
"Surprise, AZ",2022-05-21,Olivia Center,Emily Tan,9.95,0.0,"7-5, 6-4"
"Surprise, AZ",2022-05-21,Kate Fakih,Sabrina Lin,10.43,9.0,"6-3, 6-7(11), 1-0(8)"
"Surprise, AZ",2022-05-21,Kate Fakih,Audrey Feng,10.43,8.0,"6-0, 6-1"
W15 Cancun,2022-05-20,Katarina Kozarov,Anne Christine Lutkemeyer Obregon,10.45,10.0,"6-4, 6-7(7), 6-4"
W15 Cancun,2022-05-19,Anne Lutkemeyer Obregon,Lucie Petruzelova,10.0,10.0,"4-6, 6-2, 6-3"
W15 Cancun,2022-05-17,Anne Lutkemeyer Obregon,Clara Vlasselaer,10.0,10.62,"6-2, 6-1"
"Las Vegas, NV: Team Bryan Championships",2022-05-09,Paisha Douglas,Kate Fakih,8.0,10.43,
Oklahoma State University (W) vs UCLA (W),2022-05-08,Ayumi Miyamoto,Elise Wagle,10.71,10.0,"6-4, 5-7, 6-1"
"Las Vegas, NV: Team Bryan Championships",2022-05-08,Kate Fakih,Julianne Nguyen,10.43,8.0,"6-4, 6-3"
"Las Vegas, NV: Team Bryan Championships",2022-05-08,Anna Frey,Kate Fakih,10.25,10.43,"7-6(9), 1-0"
Oklahoma State University (W) vs UCLA (W),2022-05-08,Kimmi Hance,Sofia Camila Rojas,10.46,10.48,"6-3, 6-2"
"Las Vegas, NV: Team Bryan Championships",2022-05-07,Kate Fakih,Elina Shalaev,10.43,7.0,"6-1, 6-1"
"Las Vegas, NV: Team Bryan Championships",2022-05-07,Kate Fakih,Elizabeth Novak,10.43,8.0,"6-4, 6-0"
"UCLA (W) vs Univ. Of Arkansas, Fayetteville (W)",2022-05-07,Kimmi Hance,Lenka Stara,10.46,0.0,"6-4, 6-2"
"UCLA (W) vs Univ. Of Arkansas, Fayetteville (W)",2022-05-07,Elise Wagle,Morgan Cross,10.0,5.0,"6-4, 6-1"
W25 Daytona,2022-05-04,YeXin Ma,Bianca Jolie Fernandez,10.95,9.66,"6-1, 6-0"
PTT $25K Newport Beach Women,2022-05-01,Megan McCray,Kate Fakih,9.0,10.43,"6-2, 6-2"
PTT $25K Newport Beach Women,2022-05-01,Anne Lutkemeyer Obregon,Pamela Montez,10.0,0.0,"6-7(7), 6-1, 6-2"
PTT $25K Newport Beach Women,2022-04-30,Kate Fakih,Jwany Sherif,10.43,9.0,"6-2, 6-2"
PTT $25K Newport Beach Women,2022-04-30,Anne Lutkemeyer Obregon,Ellison Reynoldson,10.0,9.0,"6-1, 6-1"
"W60 Charlottesville, VA",2022-04-23,Tatum Evans,Bianca Jolie Fernandez,10.0,9.66,"6-1, 6-2"
Stanford University (W) vs UCLA (W),2022-04-22,Valencia Xu,Elise Wagle,10.0,10.0,"6-3, 7-6(5)"
UCLA (W) vs Washington State Univ. (W),2022-04-21,Kimmi Hance,Hania Abouelsaad,10.46,9.0,"6-0, 6-1"
"Lakewood, CA",2022-04-18,Claire Zhang,Olivia Center,7.0,9.95,"6-1, 6-1"
"Lakewood, CA",2022-04-18,Lauren Han,Kate Fakih,9.0,10.43,"6-3, 6-2"
"Lakewood, CA",2022-04-17,Daniela Borruel,Olivia Center,9.0,9.95,"7-6(3), 4-6, 1-0(5)"
"Lakewood, CA",2022-04-17,Olivia Center,Krisha Mahendran,9.95,10.0,"6-4, 6-1"
"Lakewood, CA",2022-04-17,Kate Fakih,Natasha Rajaram,10.43,8.0,"6-4, 0-6, 1-0(6)"
"Lakewood, CA",2022-04-17,Kate Fakih,Crystal Kim,10.43,8.0,"6-0, 7-6(2)"
"Lakewood, CA",2022-04-16,Kaila Barksdale,Mia Jovic,9.0,8.0,"6-0, 6-2"
"Lakewood, CA",2022-04-16,Olivia Center,Anushree Shekhera,9.95,7.0,"6-0, 6-2"
"Lakewood, CA",2022-04-16,Olivia Center,Lauren Han,9.95,9.0,"6-0, 6-1"
"Lakewood, CA",2022-04-16,Daniela Borruel,Kate Fakih,9.0,10.43,"3-6, 6-4, 1-0(3)"
"Lakewood, CA",2022-04-16,Crystal Kim,Mia Jovic,8.0,8.0,"6-3, 7-6(4)"
"Lakewood, CA",2022-04-16,Kate Fakih,Anna Petrescu,10.43,0.0,"6-2, 6-1"
UCLA (W) vs University Of Southern California (W),2022-04-15,Naomi Cheong ,Elise Wagle,0.0,10.0,"6-1, 6-3"
UCLA (W) vs University Of Southern California (W),2022-04-15,Kimmi Hance,Grace Piper,10.46,10.0,"0-6, 6-4, 6-1"
Anaheim Tennis Center,2022-04-09,Karah Li,Mia Jovic,8.0,8.0,"6-2, 2-6, 1-0(5)"
Anaheim Tennis Center,2022-04-09,Mia Jovic,Savannah Johnson,8.0,6.0,"6-0, 6-1"
UCLA (W) vs Pepperdine University (W),2022-04-06,Kimmi Hance,Savannah Broadus,10.46,10.83,"6-3, 7-5"
