singles_position,utr_rating,matches_clinched,hour,min,serve_rating,return_rating,under_pressure_rating,singles_record,conference_record,sets_won,tiebreakers_won,three_set_matches_won,longest_rally_length,average_winners,unfinished_matches,longest_win_streak,bagels_served
#4,13.0,3,3,53,262.1,182.4,240.3,22-7,9-2,49,4,6,32,15,4,8,1
